"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish National Party (SNP)","theSNP","2021-05-05 11:35:38 CEST","📣 Christian Allard is #SNPbecause the SNP are standing up for Scotland’s place in Europe. 🗳 You can help to boost turnout at the election by messaging everyone you know to remind them to make it #BothVotesSNP tomorrow. 📱Tag 5 of your friends and family below",439,99,41,"https://www.facebook.com/77249349077/posts/10159447398274078"
"Scottish National Party (SNP)","theSNP","2021-05-05 11:00:18 CEST","📢 These young people will be voting #BothVotesSNP tomorrow. 📱 Let us know why you’re voting SNP using the hashtag #SNPbecause 🗳 This election is on a knife-edge - If you want to re-elect Nicola Sturgeon as First Minister, make it #BothVotesSNP.",1082,386,554,"https://www.facebook.com/77249349077/posts/151451650191420"
"Scottish National Party (SNP)","theSNP","2021-05-05 10:33:22 CEST","📢 These young people will be voting #BothVotesSNP tomorrow. 📱 Let us know why you’re voting SNP using the hashtag #SNPbecause 🗳 This election is on a knife-edge - If you want to re-elect Nicola Sturgeon as First Minister, make it #BothVotesSNP.",256,136,29,"https://www.facebook.com/77249349077/posts/10159447330544078"
"Scottish National Party (SNP)","theSNP","2021-05-05 10:27:00 CEST","Make it #BothVotesSNP TOMORROW to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands 🍎 Free school meals 💛 National Care Service 🏗️ National Infrastructure Company 🦷 Free NHS dental care 🔎 And much more: snp.org/manifesto:=:https://www.snp.org/manifesto/",441,167,175,"https://www.facebook.com/77249349077/posts/10159445762524078"
"Scottish National Party (SNP)","theSNP","2021-05-04 23:25:35 CEST","Westminster isn't working for Scotland. 🛑 Hard Brexit imposed against our will 🛑 A decade of austerity 🛑 Sleaze and cronyism We don't need a £200m royal yacht, we need Scotland's recovery to be in Scotland's hands. Make it #BothVotesSNP on Thursday.",2002,853,596,"https://www.facebook.com/77249349077/posts/10159446463449078"
"Scottish National Party (SNP)","theSNP","2021-05-04 22:18:09 CEST","📺 Nicola Sturgeon points out social security, and universal care, is not ""free stuff"". It's investing in our future, so children are better able to learn at school. It's preventative treatment, for a healthier Scotland. 🗳 Both Votes SNP on Thursday to build a better country.",1441,346,305,"https://www.facebook.com/77249349077/posts/10159446353124078"
"Scottish National Party (SNP)","theSNP","2021-05-04 20:42:01 CEST","💻 Every school child in Scotland will be given a brand new computer under an SNP government, helping to give them the best start in life. 🗳 Make it #BothVotesSNP so we can end the digital divide and open the digital world to every child in Scotland.",300,157,88,"https://www.facebook.com/77249349077/posts/10159445290399078"
"Scottish National Party (SNP)","theSNP","2021-05-04 19:27:01 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Net zero by 2045 🌲 Increase tree planting 🌊 Thousands of new green jobs 🛤️ Greener, publicly-owned railways 🛑 No fracking 📖 We have the ambition and policies to build a greener Scotland: https://www.snp.org/2021-environment-manifesto/ 🗳️ Make it #BothVotesSNP for world-leading climate action.",539,150,73,"https://www.facebook.com/77249349077/posts/10159445285169078"
"Scottish National Party (SNP)","theSNP","2021-05-04 18:27:00 CEST","📢 Don’t wake up the day after thinking that you could have done more in the final days of the campaign: 🗳 You can help to boost turnout at the election by messaging everyone you know to remind them to make it #BothVotesSNP on Thursday. 📱Tag 5 of your friends and family below",831,279,302,"https://www.facebook.com/77249349077/posts/10159445843089078"
"Scottish National Party (SNP)","theSNP","2021-05-04 17:36:14 CEST","Ahead of the most important election in Scotland's history, we're taking our #BothVotes message to every corner of the country. On May 6, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland's recovery in Scotland's hands.",887,266,114,"https://www.facebook.com/77249349077/posts/10159445803149078"
"Scottish National Party (SNP)","theSNP","2021-05-04 17:34:00 CEST","🎸 If re-elected, the SNP will abolish all fees for music and arts education, including instrumental music tuition in schools. 🗳️ This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",263,82,66,"https://www.facebook.com/77249349077/posts/10159445281319078"
"Scottish National Party (SNP)","theSNP","2021-05-04 16:27:01 CEST","This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands 🍎 Free school meals 💛 National Care Service 🏗️ National Infrastructure Company 🦷 Free NHS dental care 🔎 And much more: snp.org/manifesto:=:https://www.snp.org/manifesto/",582,191,577,"https://www.facebook.com/77249349077/posts/10159445276554078"
"Scottish National Party (SNP)","theSNP","2021-05-04 15:32:02 CEST","🗳 On Thursday, the power is in all of our hands. 👇 Mhairi Black MP's message to Scotland's young people: 📣 ""Don’t let other people decide your future for you. Get out and vote SNP. Stand up and be counted – because your vote can make a real difference.""",1103,342,128,"https://www.facebook.com/77249349077/posts/10159445572919078"
"Scottish National Party (SNP)","theSNP","2021-05-04 14:33:00 CEST","📢 If you want to see a National Care Service, free NHS Dental care, free school lunches and breakfasts all year round for all primary pupils: 🏴󠁧󠁢󠁳󠁣󠁴󠁿This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery into Scotland’s hands.",303,90,68,"https://www.facebook.com/77249349077/posts/10159445259589078"
"Scottish National Party (SNP)","theSNP","2021-05-04 13:59:33 CEST","🏥 If re-elected, the SNP will implement an NHS Recovery Plan - increasing frontline health spending by over £2.5 billion. 💙 And unlike the Westminster government, the SNP will always protect our NHS from privatisation. 🗳 Make it #BothVotesSNP.",547,296,87,"https://www.facebook.com/77249349077/posts/10159445432424078"
"Scottish National Party (SNP)","theSNP","2021-05-04 13:29:00 CEST","💻 Free laptop or tablet for every school child 🤝 Tackle the attainment gap 🖐 National Digital Academy 🧑‍🏫 3,500 more teachers 🎓 Free tuition We have a bold vision to build a smarter Scotland: http://snp.org/manifesto:=:https://www.snp.org/manifesto/ Don't leave it to chance - make it #BothVotesSNP this Thursday",465,140,60,"https://www.facebook.com/77249349077/posts/10159445252034078"
"Scottish National Party (SNP)","theSNP","2021-05-04 13:22:06 CEST","🗣 ”The decisions, the big decisions, whether it be Scotland’s future relationship with Europe, whether it be nuclear weapons on the Clyde, are best taken by the people who live here.” 👇 Line of Duty’s Martin Compston encouraging you to make it #BothVotesSNP this Thursday.",4703,1719,2055,"https://www.facebook.com/77249349077/posts/10159445377969078"
"Scottish National Party (SNP)","theSNP","2021-05-04 12:37:01 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Mental health is one of the most important public health issues facing us today and that is why, even before COVID, we have had made it a priority. 🏥 If re-elected, we'll increase Scottish Government direct investment into mental health services by at least 25%. #BothVotesSNP",423,130,42,"https://www.facebook.com/77249349077/posts/10159445246019078"
"Scottish National Party (SNP)","theSNP","2021-05-04 11:43:00 CEST","🚴‍♂️ We'll provide free bikes for all children of school age who can't afford them, so every child in Scotland leaves school able to cycle safely. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",226,151,43,"https://www.facebook.com/77249349077/posts/10159445239744078"
"Scottish National Party (SNP)","theSNP","2021-05-04 10:50:33 CEST","🍝 If re-elected we will provide free school breakfasts and lunches to every primary school pupil in Scotland, all year round - saving families an estimated £650 a year. 🗳Make it #BothVotesSNP this Thursday to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery into Scotland’s hands.",384,282,84,"https://www.facebook.com/77249349077/posts/10159445205804078"
"Scottish National Party (SNP)","theSNP","2021-05-03 20:12:42 CEST","👇 We have a duty to strengthen and protect our NHS, and if re-elected we'll do just that: 👨‍⚕️ A National Care Service 🏥 £2.5 billion NHS funding increase 💛 25% increase in Mental Health funding 🏥 Biggest NHS pay rise in history of devolution 🗳 Make it #BothVotesSNP.",1059,492,247,"https://www.facebook.com/77249349077/posts/10159444065799078"
"Scottish National Party (SNP)","theSNP","2021-05-03 18:29:47 CEST","📢 The choice Scotland faces is clear: ❌ Disability Cuts, Child Poverty, Austerity from Westminster. 💛 Or an SNP scottish Government guided by fairness, equality and compassion - building a Scotland where no one’s left behind. 🗳 On Thursday, make it #BothVotesSNP",2273,733,1221,"https://www.facebook.com/77249349077/posts/10159443867424078"
"Scottish National Party (SNP)","theSNP","2021-05-03 16:56:59 CEST","Make it #BothVotesSNP to keep delivering progress and equality for women. 🩺 Tackle health inequalities 🤝 Women's Business Centre 👶🏻 Wraparound childcare system 💛£100m Equally Safe strategy to combat violence Read our bold #SNPManifesto plan: https://www.snp.org/2021-women-manifesto/",706,210,114,"https://www.facebook.com/77249349077/posts/10159443709019078"
"Scottish National Party (SNP)","theSNP","2021-05-03 15:59:28 CEST","🚌 The #SNPBusTour is criss-crossing Scotland to take our positive message to every corner of the country. 🗳 On Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland's recovery into Scotland's hands.",1613,521,188,"https://www.facebook.com/77249349077/posts/10159443608704078"
"Scottish National Party (SNP)","theSNP","2021-05-03 15:25:49 CEST","🦷 If re-elected, we will abolish all NHS dental charges. 💻 This is how we'll build a stronger NHS and a fairer society: snp.org/manifesto:=:https://www.snp.org/manifesto/ 🗳️ This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",571,292,142,"https://www.facebook.com/77249349077/posts/10159443556994078"
"Scottish National Party (SNP)","theSNP","2021-05-03 12:58:30 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Only the SNP offers the bold ideas for Scotland's recovery. 🛑 A vote for Anas Sarwar’s Labour is a vote to keep Scotland's future in the hands of Boris Johnson. 🗳 This Thursday, make it #BothVotesSNP. https://www.snp.org/vote-for-labour-a-gift-for-boris-johnson/",671,362,119,"https://www.facebook.com/77249349077/posts/10159443341584078"
"Scottish National Party (SNP)","theSNP","2021-05-03 11:45:34 CEST","💛 If re-elected, the SNP will deliver a National Care Service for Scotland. 🗳 If you want to see an SNP Government - you have to vote for it. This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and and put Scotland’s recovery in Scotland’s hands.",527,331,140,"https://www.facebook.com/77249349077/posts/10159443226674078"
"Scottish National Party (SNP)","theSNP","2021-05-02 21:23:53 CEST","🤯 Mother of God! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #LineofDuty star, Martin Compston, on why he believes Scotland's future should be in Scotland's hands. 🗳 Join him in making it #BothVotesSNP to put Scotland's future in Scotland's hands, not Boris Johnson's.",2826,621,635,"https://www.facebook.com/77249349077/posts/10159442000664078"
"Scottish National Party (SNP)","theSNP","2021-05-02 21:15:57 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Thursday, May 6 is the most important election in Scotland's history. It will decide how we recover from the pandemic and the kind of future Scotland we want to build. 🗳 Make it #BothVotesSNP to re-elect Nicola Sturgeon and put Scotland's future in Scotland's hands.",1689,146,351,"https://www.facebook.com/77249349077/posts/10159441984119078"
"Scottish National Party (SNP)","theSNP","2021-05-02 20:44:48 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Val McDermid imagines the better Scotland that can be achieved through independence. 🗳 Make it #BothVotesSNP on Thursday 6th May to give Scotland a choice over its future.",1239,153,217,"https://www.facebook.com/77249349077/posts/10159441916389078"
"Scottish National Party (SNP)","theSNP","2021-05-02 19:57:31 CEST","🚨 We’re live for our Get Out The Vote rally - hosted by Alan Cumming and featuring an array of famous Scots for a night of politics, discussion, music and fun. 🤳 Tag your friends, get involved and tweet with #SNPGOTVRally. 🗳 On Thursday, #BothVotesSNP.",1265,3716,1328,"https://www.facebook.com/77249349077/posts/3562373030655469"
"Scottish National Party (SNP)","theSNP","2021-05-02 19:39:47 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Only half an hour until our Get Out the Vote rally featuring a host of famous Scots for a night of politics, discussion, music and more. 📱Everyone can watch on Facebook, Twitter, YouTube & Twitch ✍🏻 SNP members can sign up here to have a blether: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 🎶 The track Air Fàir an Là by Niteworks is the soundtrack to tonight’s introduction. #SNPGOTVrally",488,353,156,"https://www.facebook.com/77249349077/posts/10159441748689078"
"Scottish National Party (SNP)","theSNP","2021-05-02 19:00:20 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Join us tonight at 7pm for our Get Out the Vote rally featuring a whole host of famous Scots for a night of politics, discussion, music and more. ✍🏻 SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch",515,256,127,"https://www.facebook.com/77249349077/posts/10159441660569078"
"Scottish National Party (SNP)","theSNP","2021-05-02 18:00:51 CEST","🚨 Tune into to our Get Out The Vote Rally tonight at 7pm as we interrogate Line of Duty star Martin Compston. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch.",1527,485,655,"https://www.facebook.com/77249349077/posts/10159441544199078"
"Scottish National Party (SNP)","theSNP","2021-05-02 17:46:45 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Don’t miss our Get Out The Vote Rally tonight at 7pm where Alan Cumming will be conducting a feature length interview with SNP Leader Nicola Sturgeon ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch",709,110,82,"https://www.facebook.com/77249349077/posts/10159441518304078"
"Scottish National Party (SNP)","theSNP","2021-05-02 17:39:57 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Don't miss bestselling crime writer Val Mcdermid in conversation with Scotsman commentator Laura Waddell as they imagine a better Scotland. ✍️ SNP members can sign up here: snp.org/events/get-out:=:https://www.snp.org/events/get-out-the-vote-rally/… 📱You can also watch on Facebook, Twitter, YouTube and Twitch.",499,142,49,"https://www.facebook.com/77249349077/posts/10159441506574078"
"Scottish National Party (SNP)","theSNP","2021-05-02 14:52:20 CEST","🎤 Join us at our Get Out The Vote rally this Sunday at 7pm for a musical performance by Littlestchicken. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch.",551,162,73,"https://www.facebook.com/77249349077/posts/10159441189724078"
"Scottish National Party (SNP)","theSNP","2021-05-02 12:02:32 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The SNP Scottish Government’s Scottish Child Payment has been hailed as a “game-changer” in tackling child poverty. 💷 If re-elected, we will double the Scottish Child Payment to £20 per week, per child. 🗳️ Let’s keep #DeliveringforScotland - this Thursday, make it #BothVotesSNP",682,430,116,"https://www.facebook.com/77249349077/posts/10159440951614078"
